"income","sex","marital status","age","education","occupation","years in bay area","dual incomes","number in household","number of children","householder status","type of home","ethnic classification","language in home"
"[10,15)","female","married","55-64","high school graduate","homemaker",">10","no","2","0","rent","apartment","hispanic","english"
"[50,75)","female","single","18-24","college (1-3 years)","student",">10","not married","2","0","live with parents/family","house","hispanic","english"
"[0,10)","male","single","14-17",NA,"student","1-3","not married","5","3","live with parents/family","apartment","hispanic","spanish"
"[0,10)","female","cohabitation","55-64","grade <9","retired",">10","not married","2","0","live with parents/family","house","hispanic","spanish"
"[15,20)","female","married","65+","grades 9-11","homemaker",">10","no","4","0","live with parents/family","house","hispanic","spanish"
"[10,15)","male","widowed","55-64","grade <9","retired",">10","not married","1","0","own","mobile Home","hispanic","spanish"
"[15,20)","female","cohabitation","18-24","grades 9-11","clerical/service",">10","yes","2","0","rent","apartment","hispanic","english"
"[20,25)","male","cohabitation","18-24","grades 9-11","laborer","1-3","yes","2","1","rent","apartment","hispanic","spanish"
"[20,25)","female",NA,"65+","grade <9","homemaker",NA,"no","2","0","rent","house","hispanic","spanish"
"[25,30)","male",NA,"45-54","high school graduate","laborer","<1","not married",NA,"0",NA,NA,"hispanic",NA
"[40,50)","female",NA,"45-54","college (1-3 years)","laborer",">10","yes","2","0","own",NA,"hispanic","english"
"[15,20)","female","widowed","55-64","graduate study","clerical/service","4-6","not married","1","0","live with parents/family","house","hispanic","english"
"[15,20)","male","cohabitation","25-34","college (1-3 years)","military",">10","not married","2","1","rent",NA,"hispanic","english"
"[50,75)","male","married","35-44","college (1-3 years)","professional/managerial",">10","yes","5","3","own","house","hispanic","english"
"[50,75)","female","cohabitation","45-54","college (1-3 years)","professional/managerial",">10","yes","3","1","own","house","hispanic","english"
"[15,20)","female",NA,"18-24","college (1-3 years)","sales",NA,"yes","2","3","own","house","hispanic","english"
"[30,40)","female","divorced","35-44","college (1-3 years)","clerical/service",">10","not married","4","3","own","house","hispanic","english"
"[15,20)","female","divorced","25-34","high school graduate","laborer","4-6","not married","1","0","rent","apartment","hispanic","english"
"[40,50)","female","married","25-34","college (1-3 years)","homemaker",NA,"no","4","2","own","house","hispanic","english"
"[20,25)","male",NA,"18-24",NA,"sales","1-3","no","2","0","rent","apartment","hispanic","english"
"[10,15)","male","widowed","65+","grade <9","retired",NA,"not married","1","0","own","house","hispanic",NA
"[10,15)","female","single","25-34","high school graduate","professional/managerial",">10","not married","1","0",NA,"mobile Home","hispanic","spanish"
"[25,30)","female","divorced","25-34","college (1-3 years)","professional/managerial","1-3","not married","1","0","rent","condominium","hispanic","spanish"
"[30,40)","female","single","25-34","college graduate","professional/managerial","7-10","not married","1","0","rent","apartment","hispanic","spanish"
"[50,75)","female","married","25-34","high school graduate","sales",">10","yes","5","3","own","house","hispanic","english"
"[0,10)","male","single","14-17","grade <9","student",">10","not married","5","2","live with parents/family","house","hispanic",NA
"[20,25)","female","married","35-44","grades 9-11","homemaker","4-6","no","2","0","rent","apartment","hispanic","english"
"[0,10)","female","cohabitation","18-24","grades 9-11","clerical/service",NA,"no","6","2","own","house","hispanic","spanish"
"[20,25)","female",NA,"45-54","high school graduate","homemaker","4-6","yes","2","0","rent","apartment","hispanic","spanish"
"[20,25)","male","married","35-44","high school graduate","laborer",">10","no","3","1","rent","house","hispanic","spanish"
"[50,75)","male","married","55-64","college (1-3 years)","professional/managerial",">10","yes","2","0","own","house","hispanic","english"
"[50,75)","male","divorced","35-44","college graduate","professional/managerial",">10","not married","3","1","own","house","hispanic","english"
"[30,40)","female","married","55-64","high school graduate","sales",">10","yes","3","0","own","house","hispanic","english"
"[15,20)","female","single","18-24","grades 9-11","unemployed",">10","not married","2","0","live with parents/family","house","hispanic",NA
"[10,15)","female","cohabitation","18-24","grade <9","unemployed","1-3","not married","2","0","rent","apartment","hispanic","english"
"[0,10)","female","divorced","35-44","college (1-3 years)","homemaker","1-3","not married","1","0","live with parents/family","apartment","hispanic","english"
"[10,15)","female","single","18-24","high school graduate",NA,">10","not married","1","0","rent",NA,"hispanic","english"
"[10,15)","female","widowed","65+","grade <9","retired",">10","not married","2","0","own","house","hispanic","english"
"[25,30)","male","single","25-34",NA,"unemployed","4-6","not married","1","0","live with parents/family","house","hispanic","english"
"[0,10)","female","single","18-24","high school graduate",NA,">10","not married","1","0","rent","apartment","hispanic","english"
"[10,15)","female","divorced","35-44","college (1-3 years)","professional/managerial",">10","not married","2","3","rent","house","hispanic","english"
"[25,30)","female","divorced","35-44","high school graduate","professional/managerial",">10","not married","3","2","rent","house","hispanic","english"
"[10,15)","female","single","25-34","high school graduate","clerical/service",">10","not married","1","1",NA,"mobile Home","hispanic","spanish"
"[20,25)","male","cohabitation","18-24","high school graduate","laborer",">10","not married","2","0","rent","apartment","hispanic",NA
"[0,10)","male","single","18-24","grades 9-11","student",NA,"not married","4","1","live with parents/family","house","hispanic","spanish"
"[0,10)","female","single","14-17","grades 9-11","student","7-10","not married","4","3","live with parents/family","apartment","hispanic","english"
"[30,40)","male","married","25-34","high school graduate","laborer",">10","yes","6","4","rent","house","hispanic","english"
"[30,40)","male","cohabitation","25-34","college (1-3 years)","clerical/service",">10","not married","2","0","rent","condominium","hispanic","english"
"[25,30)","male","cohabitation","25-34","college (1-3 years)","professional/managerial",">10","yes","2","0","rent",NA,"hispanic","english"
"[0,10)","female","divorced","35-44","college (1-3 years)","homemaker","1-3","not married","1","0","live with parents/family","apartment","hispanic","spanish"
"[15,20)","female","single","18-24","high school graduate","sales","4-6","not married","1","0","rent","condominium","hispanic","english"
"[0,10)","female","single","14-17","grade <9","student",">10","not married","5","1","live with parents/family",NA,"hispanic","english"
"[15,20)","female","married","14-17","grades 9-11","homemaker",">10","no","3","1","live with parents/family","house","hispanic","english"
"[0,10)","female","single","14-17","grade <9","student",">10","not married","4","1","live with parents/family","house","hispanic","english"
"[0,10)","female","divorced","25-34","high school graduate","clerical/service","4-6","not married","2","1","rent","apartment","hispanic","spanish"
"[30,40)","male","married","55-64","high school graduate","laborer",">10","yes","2","0","own","house","hispanic","english"
"[50,75)","male","married","55-64","college (1-3 years)","professional/managerial",">10","yes","2","0","own","house","hispanic","english"
"[0,10)","female","single","14-17","grades 9-11","student",">10","not married","4","2","live with parents/family","house","hispanic",NA
"[30,40)","male","married","25-34","high school graduate","laborer",">10","yes","6","4","rent","house","hispanic","english"
"[20,25)","male",NA,"25-34","grades 9-11","laborer","1-3","yes","5","3","rent","apartment","hispanic","spanish"
"[20,25)","male","widowed","65+","grade <9","retired",">10","not married","1","0","own","house","hispanic","spanish"
"[30,40)","male","married","25-34","high school graduate","laborer",">10","yes","6","4","rent","house","hispanic","english"
"[30,40)","male","married","25-34","college (1-3 years)","laborer",">10","yes","6","4","rent","house","hispanic","english"
"[0,10)","male","single","14-17","grades 9-11","student",">10","not married","5","3","live with parents/family","house","hispanic","english"
"[15,20)","female","widowed","65+","high school graduate","unemployed",">10","not married","1","0","own","house","hispanic","spanish"
"[40,50)","female","married","35-44","college (1-3 years)","homemaker",">10","no","4","2","own","house","hispanic","english"
"[30,40)","male","cohabitation","35-44","college (1-3 years)","clerical/service",">10","not married","2","0","rent","condominium","hispanic","english"
"[40,50)","male","married","55-64","high school graduate","professional/managerial",NA,"no","2","0","own","house","hispanic","english"
"[10,15)","female","widowed","65+","grade <9","homemaker",NA,"not married","7","1","live with parents/family","house","hispanic","english"
"[25,30)","female","divorced","45-54","high school graduate","laborer",">10","not married","2","0","own","house","hispanic","english"
"[25,30)","male","single","25-34","high school graduate","unemployed",">10","not married","9+","4","live with parents/family","house","hispanic","english"
